Symbol,Name,Sector,Industry,MarketCap,SummaryQuote,ADRTSO,?field0,LastSale,
"STBA","S&T Bancorp Inc.","Finance","Major Banks",1436050556.92,"https://www.nasdaq.com/symbol/stba",null,null,41.02,
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF",null,null,29406000,"https://www.nasdaq.com/symbol/cdc",null,null,45.24,
"ROSE","Rosehill Resources Inc.","Energy","Oil & Gas Production",172662785,"https://www.nasdaq.com/symbol/rose",null,2016,4.75,
"CIVEC","Causeway ETMF Trust",null,null,0,"https://www.nasdaq.com/symbol/civec",null,null,100.12,
"CMTL","Comtech Telecommunications Corp.","Technology","Radio And Television Broadcasting And Communications Equipment",666474082.34,"https://www.nasdaq.com/symbol/cmtl",null,null,27.94,
"FDUS","Fidus Investment Corporation",null,null,330741368.88,"https://www.nasdaq.com/symbol/fdus",null,2011,13.52,
"IVAC","Intevac Inc.","Technology","Industrial Machinery/Components",106141627.5,"https://www.nasdaq.com/symbol/ivac",null,1995,4.7,
"INSE","Inspired Entertainment Inc.","Technology","Computer Software: Prepackaged Software",134709112.89,"https://www.nasdaq.com/symbol/inse",null,2014,6.27,
"FCA","First Trust China AlphaDEX Fund",null,null,8242547.1,"https://www.nasdaq.com/symbol/fca",null,null,23.55,
"NSYS","Nortech Systems Incorporated","Capital Goods","Industrial Machinery/Components",11425736.7019,"https://www.nasdaq.com/symbol/nsys",null,null,4.2569,
"ACRS","Aclaris Therapeutics Inc.","Health Care","Major Pharmaceuticals",378273895.23,"https://www.nasdaq.com/symbol/acrs",null,2015,12.21,
"AMRWW","Alta Mesa Resources Inc.","Energy","Oil & Gas Production",0,"https://www.nasdaq.com/symbol/amrww",null,2017,0.44,
"ALJJ","ALJ Regional Holdings Inc.","Miscellaneous","Business Services",57298806.276,"https://www.nasdaq.com/symbol/aljj",null,null,1.511,
"BOTZ","Global X Robotics & Artificial Intelligence ETF",null,null,0,"https://www.nasdaq.com/symbol/botz",null,null,19.16,
"MTBC","Medical Transcription Billing Corp.","Technology","Computer Software: Prepackaged Software",58439004.52,"https://www.nasdaq.com/symbol/mtbc",null,2014,4.94,
"FTGC","First Trust Global Tactical Commodity Strategy Fund",null,null,214785079.68,"https://www.nasdaq.com/symbol/ftgc",null,null,19.52,
"BNTC","Benitec Biopharma Limited","Health Care","Major Pharmaceuticals",5760479.2,"https://www.nasdaq.com/symbol/bntc","2351216",2015,2.45,
"CECE","CECO Environmental Corp.","Capital Goods","Pollution Control Equipment",259739558.64,"https://www.nasdaq.com/symbol/cece",null,null,7.44,
"KRMA","Global X Conscious Companies ETF",null,null,0,"https://www.nasdaq.com/symbol/krma",null,null,19.72,
"ARKR","Ark Restaurants Corp.","Consumer Services","Restaurants",79814163,"https://www.nasdaq.com/symbol/arkr",null,null,23,
"ARQL","ArQule Inc.","Health Care","Major Pharmaceuticals",455943167.15,"https://www.nasdaq.com/symbol/arql",null,1996,4.19,
"RDIB","Reading International Inc","Consumer Services","Movies/Entertainment",700333145.75,"https://www.nasdaq.com/symbol/rdib",null,null,31.15,
"DDMXW","DD3 Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/ddmxw",null,2018,0.35,
"ESGU","iShares ESG MSCI USA ETF",null,null,102018350,"https://www.nasdaq.com/symbol/esgu",null,null,58.2962,
"FLMN","Falcon Minerals Corporation","Energy","Oil & Gas Production",822490900,"https://www.nasdaq.com/symbol/flmn",null,2017,9.58,
"TRVG","trivago N.V.","Technology","EDP Services",221616552.3,"https://www.nasdaq.com/symbol/trvg","30995322",2016,7.15,
"RNSC","First Trust Small Cap US Equity Select ETF",null,null,4206042.06,"https://www.nasdaq.com/symbol/rnsc",null,null,21.03,
"VBFC","Village Bank and Trust Financial Corp.","Finance","Major Banks",46606137.5,"https://www.nasdaq.com/symbol/vbfc",null,null,32.5,
"ORBK","Orbotech Ltd.","Capital Goods","Industrial Machinery/Components",2673000000,"https://www.nasdaq.com/symbol/orbk",null,null,55,
"RNST","Renasant Corporation","Finance","Major Banks",1731348456.96,"https://www.nasdaq.com/symbol/rnst",null,null,35.02,
"HAFC","Hanmi Financial Corporation","Finance","Major Banks",658430082.72,"https://www.nasdaq.com/symbol/hafc",null,null,20.52,
"CLDX","Celldex Therapeutics Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",51120601.8804,"https://www.nasdaq.com/symbol/cldx",null,null,0.3147,
"ESIO","Electro Scientific Industries Inc.","Miscellaneous","Industrial Machinery/Components",973954229.94,"https://www.nasdaq.com/symbol/esio",null,null,28.53,
"BWB","Bridgewater Bancshares Inc.","Finance","Major Banks",330653114,"https://www.nasdaq.com/symbol/bwb",null,2018,11,
"ONTX","Onconova Therapeutics Inc.","Health Care","Major Pharmaceuticals",28711178.76,"https://www.nasdaq.com/symbol/ontx",null,2013,5.06,
"CLBS","Caladrius Biosciences Inc.","Health Care","Hospital/Nursing Management",42791944.8,"https://www.nasdaq.com/symbol/clbs",null,null,4.4,
"CHNA","Loncar China BioPharma ETF",null,null,1927000,"https://www.nasdaq.com/symbol/chna",null,null,19.27,
"LRCX","Lam Research Corporation","Technology","Industrial Machinery/Components",21612309391.62,"https://www.nasdaq.com/symbol/lrcx",null,1984,139.27,
"ODT","Odonate Therapeutics Inc.","Health Care","Major Pharmaceuticals",389538625.08,"https://www.nasdaq.com/symbol/odt",null,2017,14.52,
"ARYAU","ARYA Sciences Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/aryau",null,2018,10.32,
"VRML","Vermillion Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",35378897.97,"https://www.nasdaq.com/symbol/vrml",null,null,0.47,
"APEN","Apollo Endosurgery Inc.","Health Care","Medical/Dental Instruments",129085486.4,"https://www.nasdaq.com/symbol/apen",null,null,5.9,
"MPAC","Matlin & Partners Acquisition Corporation","Energy","Oilfield Services/Equipment",94240284.12,"https://www.nasdaq.com/symbol/mpac",null,2017,10.11,
"FAB","First Trust Multi Cap Value AlphaDEX Fund",null,null,84658505.823,"https://www.nasdaq.com/symbol/fab",null,null,52.9115,
"SLIM","The Obesity ETF",null,null,3338033.38,"https://www.nasdaq.com/symbol/slim",null,null,33.38,
"FONR","Fonar Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",156291681.2,"https://www.nasdaq.com/symbol/fonr",null,1981,24.1,
"FINX","Global X FinTech ETF",null,null,0,"https://www.nasdaq.com/symbol/finx",null,null,24.49,
"CLLS","Cellectis S.A.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",406727906.34,"https://www.nasdaq.com/symbol/clls","16101659",2015,25.26,
"GSIT","GSI Technology Inc.","Technology","Semiconductors",130615164,"https://www.nasdaq.com/symbol/gsit",null,2007,6,
"PIO","Invesco Global Water ETF",null,null,162560500,"https://www.nasdaq.com/symbol/pio",null,null,23.39,
"RCKT","Rocket Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",624659080.5,"https://www.nasdaq.com/symbol/rckt",null,2015,15.75,
"CTRV","ContraVir Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",7159480.1772,"https://www.nasdaq.com/symbol/ctrv",null,null,0.4954,
"IMTE","Integrated Media Technology Limited","Consumer Non-Durables","Consumer Electronics/Appliances",17738629.81,"https://www.nasdaq.com/symbol/imte",null,null,6.71,
"BFST","Business First Bancshares Inc.","Finance","Major Banks",303322397.3,"https://www.nasdaq.com/symbol/bfst",null,null,26.3,
"RTTR","Ritter Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",6807605.97,"https://www.nasdaq.com/symbol/rttr",null,2015,1.23,
"OCSL","Oaktree Specialty Lending Corporation",null,null,641370962.05,"https://www.nasdaq.com/symbol/ocsl",null,null,4.55,
"RILYL","B. Riley Financial Inc.","Miscellaneous","Business Services",0,"https://www.nasdaq.com/symbol/rilyl",null,null,25.4303,
"EVER","EverQuote Inc.","Technology","Computer Software: Programming Data Processing",315975710.96,"https://www.nasdaq.com/symbol/ever",null,2018,12.67,
"UAE","iShares MSCI UAE ETF",null,null,33176000,"https://www.nasdaq.com/symbol/uae",null,null,15.08,
"MOGLC","Gabelli NextShares Trust",null,null,0,"https://www.nasdaq.com/symbol/moglc",null,null,99.96,
"BDSI","BioDelivery Sciences International Inc.","Health Care","Major Pharmaceuticals",217390988.75,"https://www.nasdaq.com/symbol/bdsi",null,null,3.65,
"NVAX","Novavax Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",650406058.3,"https://www.nasdaq.com/symbol/nvax",null,null,1.7,
"BRPAW","Big Rock Partners Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/brpaw",null,2017,0.3951,
"NXEO","Nexeo Solutions Inc.","Consumer Durables","Specialty Chemicals",923296448.34,"https://www.nasdaq.com/symbol/nxeo",null,null,10.29,
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF",null,null,34635046.18,"https://www.nasdaq.com/symbol/ddiv",null,null,23.09,
"ADUS","Addus HomeCare Corporation","Health Care","Medical/Nursing Services",843631022.6,"https://www.nasdaq.com/symbol/adus",null,2009,66.05,
"LFVN","Lifevantage Corporation","Health Care","Major Pharmaceuticals",159824265.7,"https://www.nasdaq.com/symbol/lfvn",null,null,11.33,
"PSAU","Invesco Global Gold and Precious Metals ETF",null,null,22779500,"https://www.nasdaq.com/symbol/psau",null,null,15.71,
"AMRB","American River Bankshares","Finance","Major Banks",88323918.12,"https://www.nasdaq.com/symbol/amrb",null,null,15.06,
"AMNB","American National Bankshares Inc.","Finance","Major Banks",313458083.07,"https://www.nasdaq.com/symbol/amnb",null,null,35.97,
"UVSP","Univest Corporation of Pennsylvania","Finance","Major Banks",744500443.32,"https://www.nasdaq.com/symbol/uvsp",null,null,25.32,
"INFN","Infinera Corporation","Public Utilities","Telecommunications Equipment",948366581.28,"https://www.nasdaq.com/symbol/infn",null,2007,5.42,
"CRBP","Corbus Pharmaceuticals Holdings Inc.","Health Care","Major Pharmaceuticals",377560194,"https://www.nasdaq.com/symbol/crbp",null,null,6.6,
"CNET","ChinaNet Online Holdings Inc.","Technology","Computer Software: Programming Data Processing",29040190.6543,"https://www.nasdaq.com/symbol/cnet",null,null,1.8001,
"PI","Impinj Inc.","Capital Goods","Industrial Machinery/Components",454074583.2,"https://www.nasdaq.com/symbol/pi",null,2016,18.6,
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund",null,null,1182762000,"https://www.nasdaq.com/symbol/soxx",null,null,160.92,
"REPH","Recro Pharma Inc.","Health Care","Major Pharmaceuticals",133217145.09,"https://www.nasdaq.com/symbol/reph",null,2014,6.43,
"AWSM","Cool Holdings Inc.","Consumer Non-Durables","Electronic Components",30485340.04,"https://www.nasdaq.com/symbol/awsm",null,null,4.28,
"BWFG","Bankwell Financial Group Inc.","Finance","Major Banks",239362866.4,"https://www.nasdaq.com/symbol/bwfg",null,2014,30.52,
"HELE","Helen of Troy Limited","Consumer Durables","Home Furnishings",3303605430.18,"https://www.nasdaq.com/symbol/hele",null,null,125.13,
"AMRK","A-Mark Precious Metals Inc.","Basic Industries","Other Specialty Stores",89580673,"https://www.nasdaq.com/symbol/amrk",null,null,12.74,
"ISDX","Invesco Strategic Developed ex-US ETF",null,null,2345023.45,"https://www.nasdaq.com/symbol/isdx",null,null,23.45,
"EACQ","Easterly Acquisition Corp.","Finance","Finance: Consumer Services",68670080.35,"https://www.nasdaq.com/symbol/eacq",null,2015,10.51,
"BLMT","BSB Bancorp Inc.","Finance","Major Banks",284649116.43,"https://www.nasdaq.com/symbol/blmt",null,2011,29.19,
"SNGX","Soligenix Inc.","Health Care","Major Pharmaceuticals",20158436.46,"https://www.nasdaq.com/symbol/sngx",null,null,1.14,
"SMSI","Smith Micro Software Inc.","Technology","Computer Software: Prepackaged Software",60315380.89,"https://www.nasdaq.com/symbol/smsi",null,1995,2.41,
"CLMT","Calumet Specialty Products Partners L.P.","Energy","Integrated oil Companies",350801733.1,"https://www.nasdaq.com/symbol/clmt",null,2006,4.55,
"FSLR","First Solar Inc.","Technology","Semiconductors",4169539785.06,"https://www.nasdaq.com/symbol/fslr",null,2006,39.78,
"IVENC","Ivy NextShares",null,null,0,"https://www.nasdaq.com/symbol/ivenc",null,null,100.02,
"FNY","First Trust Mid Cap Growth AlphaDEX Fund",null,null,224056080.02,"https://www.nasdaq.com/symbol/fny",null,null,40.01,
"CVGW","Calavo Growers Inc.","Consumer Non-Durables","Farming/Seeds/Milling",1751666991.36,"https://www.nasdaq.com/symbol/cvgw",null,null,99.71,
"AGNCB","AGNC Investment Corp.","Consumer Services","Real Estate Investment Trusts",8810225610.69,"https://www.nasdaq.com/symbol/agncb",null,null,25.43,
"AMBA","Ambarella Inc.","Technology","Semiconductors",1099541414.3,"https://www.nasdaq.com/symbol/amba",null,2012,34.3,
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund",null,null,1048851080,"https://www.nasdaq.com/symbol/fdt",null,null,51.79,
"BSVN","Bank7 Corp.","Finance","Major Banks",24039174.63,"https://www.nasdaq.com/symbol/bsvn",null,2018,15.67,
"DMLP","Dorchester Minerals L.P.","Energy","Oil & Gas Production",574579977.2,"https://www.nasdaq.com/symbol/dmlp",null,null,17.8,
"SCZ","iShares MSCI EAFE Small-Cap ETF",null,null,8989808000,"https://www.nasdaq.com/symbol/scz",null,null,55.63,
"GNCA","Genocea Biosciences Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",54574364.25,"https://www.nasdaq.com/symbol/gnca",null,2014,0.63,
"PLW","Invesco 1-30 Laddered Treasury ETF",null,null,148943500,"https://www.nasdaq.com/symbol/plw",null,null,30.71,
"RUBY","Rubius Therapeutics Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1312107209.8,"https://www.nasdaq.com/symbol/ruby",null,2018,16.6,
"PFM","Invesco Dividend Achievers ETF",null,null,283507910,"https://www.nasdaq.com/symbol/pfm",null,null,26.0099,
"ISIG","Insignia Systems Inc.","Consumer Services","Advertising",20350580.76,"https://www.nasdaq.com/symbol/isig",null,1991,1.72,
"MBFIO","MB Financial Inc.","Finance","Major Banks",0,"https://www.nasdaq.com/symbol/mbfio",null,null,25.21,
"GNTY","Guaranty Bancshares Inc.","Finance","Major Banks",356431005.6,"https://www.nasdaq.com/symbol/gnty",null,2017,29.8,
"OPGNW","OpGen Inc.","Health Care","Medical Specialities",0,"https://www.nasdaq.com/symbol/opgnw",null,2015,0.1315,
"VVPR","VivoPower International PLC","Public Utilities","Power Generation",16268851.2,"https://www.nasdaq.com/symbol/vvpr",null,null,1.2,
"KBSF","KBS Fashion Group Limited","Consumer Non-Durables","Apparel",8297346.16,"https://www.nasdaq.com/symbol/kbsf",null,2013,3.76,
"BJRI","BJ&#39;s Restaurants Inc.","Consumer Services","Restaurants",1315154450.1,"https://www.nasdaq.com/symbol/bjri",null,null,62.57,
"EQ","Equillium Inc.","Health Care","Major Pharmaceuticals",0,"https://www.nasdaq.com/symbol/eq",null,2018,14.32,
"ARGX","argenx SE","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1359070836.15,"https://www.nasdaq.com/symbol/argx","18157259",2017,74.85,
"PCYO","Pure Cycle Corporation","Public Utilities","Water Supply",231937596.48,"https://www.nasdaq.com/symbol/pcyo",null,null,9.76,
"CETXP","Cemtrex Inc.","Capital Goods","Industrial Machinery/Components",0,"https://www.nasdaq.com/symbol/cetxp",null,null,3.38,
"PCRX","Pacira Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",2007060384,"https://www.nasdaq.com/symbol/pcrx",null,2011,49,
"ATTU","Attunity Ltd.","Technology","Computer Software: Prepackaged Software",329014257.84,"https://www.nasdaq.com/symbol/attu",null,null,15.42,
"FMBH","First Mid-Illinois Bancshares Inc.","Finance","Major Banks",562524471.34,"https://www.nasdaq.com/symbol/fmbh",null,null,36.79,
"EVOK","Evoke Pharma Inc.","Health Care","Major Pharmaceuticals",40725780.24,"https://www.nasdaq.com/symbol/evok",null,2013,2.41,
"IPKW","Invesco International BuyBack Achievers ETF",null,null,251295000,"https://www.nasdaq.com/symbol/ipkw",null,null,30.46,
"MBOT","Microbot Medical Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",940474.92,"https://www.nasdaq.com/symbol/mbot",null,null,4.84,
"CDZI","Cadiz Inc.","Public Utilities","Water Supply",267304757.66,"https://www.nasdaq.com/symbol/cdzi",null,null,10.93,
"CWBR","CohBar Inc.","Health Care","Major Pharmaceuticals",160513148.88,"https://www.nasdaq.com/symbol/cwbr",null,null,3.78,
"HYLS","First Trust High Yield Long/Short ETF",null,null,1253083094.04,"https://www.nasdaq.com/symbol/hyls",null,null,47.02,
"CTSO","Cytosorbents Corporation","Health Care","Medical/Dental Instruments",301381463.94,"https://www.nasdaq.com/symbol/ctso",null,null,9.58,
"VGIT","Vanguard Intermediate-Term Treasury ETF",null,null,2742372896.4668,"https://www.nasdaq.com/symbol/vgit",null,null,62.0684,
"FRSH","Papa Murphy&#39;s Holdings Inc.","Consumer Services","Restaurants",75624126.84,"https://www.nasdaq.com/symbol/frsh",null,2014,4.44,
"AGLE","Aeglea BioTherapeutics Inc.","Health Care","Major Pharmaceuticals",186957772,"https://www.nasdaq.com/symbol/agle",null,2016,8.5,
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF",null,null,13185727.6734,"https://www.nasdaq.com/symbol/dvol",null,null,18.8367,
"CAR","Avis Budget Group Inc.","Consumer Services","Rental/Leasing Companies",2278417421.7,"https://www.nasdaq.com/symbol/car",null,null,28.77,
"KLXE","KLX Energy Services Holdings Inc.","Energy","Oilfield Services/Equipment",0,"https://www.nasdaq.com/symbol/klxe",null,null,28.54,
"TRIP","TripAdvisor Inc.","Technology","Computer Software: Programming Data Processing",6969520728.27,"https://www.nasdaq.com/symbol/trip",null,null,50.67,
